,url,api,class,method,description
3890,common/collect,com.google.common.collect,Class ImmutableCollection<E>,public abstract UnmodifiableIterator<E> iterator(),Returns an unmodifiable iterator across the elements in this collection.
3891,common/collect,com.google.common.collect,Class ImmutableCollection<E>,public Spliterator<E> spliterator(),Description copied from interface: java.util.Collection
3892,common/collect,com.google.common.collect,Class ImmutableCollection<E>,public final Object[] toArray(),Description copied from class: java.util.AbstractCollection
3893,common/collect,com.google.common.collect,Class ImmutableCollection<E>,@CanIgnoreReturnValuepublic final <T> T[] toArray(T[] other),Description copied from class: java.util.AbstractCollection
3894,common/collect,com.google.common.collect,Class ImmutableCollection<E>,public abstract boolean contains(@Nullable Object object),Description copied from class: java.util.AbstractCollection
3895,common/collect,com.google.common.collect,Class ImmutableCollection<E>,@CanIgnoreReturnValue @Deprecatedpublic final boolean add(E e),Deprecated. Unsupported operation.
3896,common/collect,com.google.common.collect,Class ImmutableCollection<E>,@CanIgnoreReturnValue @Deprecatedpublic final boolean remove(Object object),Deprecated. Unsupported operation.
3897,common/collect,com.google.common.collect,Class ImmutableCollection<E>,@CanIgnoreReturnValue @Deprecatedpublic final boolean addAll(Collection<? extends E> newElements),Deprecated. Unsupported operation.
3898,common/collect,com.google.common.collect,Class ImmutableCollection<E>,@CanIgnoreReturnValue @Deprecatedpublic final boolean removeAll(Collection<?> oldElements),Deprecated. Unsupported operation.
3899,common/collect,com.google.common.collect,Class ImmutableCollection<E>,@CanIgnoreReturnValue @Deprecatedpublic final boolean removeIf(Predicate<? super E> filter),Deprecated. Unsupported operation.
3900,common/collect,com.google.common.collect,Class ImmutableCollection<E>,@Deprecatedpublic final boolean retainAll(Collection<?> elementsToKeep),Deprecated. Unsupported operation.
3901,common/collect,com.google.common.collect,Class ImmutableCollection<E>,@Deprecatedpublic final void clear(),Deprecated. Unsupported operation.
3902,common/collect,com.google.common.collect,Class ImmutableCollection.Builder<E>,@CanIgnoreReturnValuepublic abstract ImmutableCollection.Builder<E> add(E element),Adds element to the ImmutableCollection being built. Note that each builder class covariantly returns its own type from this method.
3903,common/collect,com.google.common.collect,Class ImmutableCollection.Builder<E>,@CanIgnoreReturnValuepublic ImmutableCollection.Builder<E> add(E... elements),Adds each element of elements to the ImmutableCollection being built. Note that each builder class overrides this method in order to covariantly return its own type.
3904,common/collect,com.google.common.collect,Class ImmutableCollection.Builder<E>,@CanIgnoreReturnValuepublic ImmutableCollection.Builder<E> addAll(Iterable<? extends E> elements),Adds each element of elements to the ImmutableCollection being built. Note that each builder class overrides this method in order to covariantly return its own type.
3905,common/collect,com.google.common.collect,Class ImmutableCollection.Builder<E>,@CanIgnoreReturnValuepublic ImmutableCollection.Builder<E> addAll(Iterator<? extends E> elements),Adds each element of elements to the ImmutableCollection being built. Note that each builder class overrides this method in order to covariantly return its own type.
3906,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public static ImmutableDoubleArray of(),Returns the empty array.
3907,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public static ImmutableDoubleArray of(double e0),Returns an immutable array containing a single value.
3908,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,"public static ImmutableDoubleArray of(double e0, double e1)","Returns an immutable array containing the given values, in order."
3909,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,"public static ImmutableDoubleArray of(double e0, double e1, double e2)","Returns an immutable array containing the given values, in order."
3910,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,"public static ImmutableDoubleArray of(double e0, double e1, double e2, double e3)","Returns an immutable array containing the given values, in order."
3911,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,"public static ImmutableDoubleArray of(double e0, double e1, double e2, double e3, double e4)","Returns an immutable array containing the given values, in order."
3912,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,"public static ImmutableDoubleArray of(double e0, double e1, double e2, double e3, double e4, double e5)","Returns an immutable array containing the given values, in order."
3913,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,"public static ImmutableDoubleArray of(double first, double... rest)","Returns an immutable array containing the given values, in order. The array rest must not be longer than Integer.MAX_VALUE - 1."
3914,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public static ImmutableDoubleArray copyOf(double[] values),"Returns an immutable array containing the given values, in order."
3915,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public static ImmutableDoubleArray copyOf(Collection<Double> values),"Returns an immutable array containing the given values, in order."
3916,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public static ImmutableDoubleArray copyOf(Iterable<Double> values),"Returns an immutable array containing the given values, in order. Performance note: this method delegates to copyOf(Collection) if values is a Collection. Otherwise it creates a builder(int) and uses ImmutableDoubleArray.Builder.addAll(Iterable), with all the performance implications associated with that."
3917,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public static ImmutableDoubleArray copyOf(DoubleStream stream),"Returns an immutable array containing all the values from stream, in order."
3918,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public static ImmutableDoubleArray.Builder builder(int initialCapacity),"Returns a new, empty builder for ImmutableDoubleArray instances, sized to hold up to initialCapacity values without resizing. The returned builder is not thread-safe. Performance note: When feasible, initialCapacity should be the exact number of values that will be added, if that knowledge is readily available. It is better to guess a value slightly too high than slightly too low. If the value is not exact, the ImmutableDoubleArray that is built will very likely occupy more memory than strictly necessary; to trim memory usage, build using builder.build().trimmed()."
3919,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public static ImmutableDoubleArray.Builder builder(),"Returns a new, empty builder for ImmutableDoubleArray instances, with a default initial capacity. The returned builder is not thread-safe. Performance note: The ImmutableDoubleArray that is built will very likely occupy more memory than necessary; to trim memory usage, build using builder.build().trimmed()."
3920,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public int length(),Returns the number of values in this array.
3921,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public boolean isEmpty(),Returns true if there are no values in this array (length() is zero).
3922,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public double get(int index),Returns the double value present at the given index.
3923,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public int indexOf(double target),"Returns the smallest index for which get(int) returns target, or -1 if no such index exists. Values are compared as if by Double.equals(java.lang.Object). Equivalent to asList().indexOf(target)."
3924,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public int lastIndexOf(double target),"Returns the largest index for which get(int) returns target, or -1 if no such index exists. Values are compared as if by Double.equals(java.lang.Object). Equivalent to asList().lastIndexOf(target)."
3925,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public boolean contains(double target),Returns true if target is present at any index in this array. Values are compared as if by Double.equals(java.lang.Object). Equivalent to asList().contains(target).
3926,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public void forEach(DoubleConsumer consumer),"Invokes consumer for each value contained in this array, in order."
3927,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public DoubleStream stream(),"Returns a stream over the values in this array, in order."
3928,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public double[] toArray(),"Returns a new, mutable copy of this array's values, as a primitive double[]."
3929,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,"public ImmutableDoubleArray subArray(int startIndex, int endIndex)","Returns a new immutable array containing the values in the specified range. Performance note: The returned array has the same full memory footprint as this one does (no actual copying is performed). To reduce memory usage, use subArray(start, end).trimmed()."
3930,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public List<Double> asList(),"Returns an immutable view of this array's values as a List; note that double values are boxed into Double instances on demand, which can be very expensive. The returned list should be used once and discarded. For any usages beyond that, pass the returned list to ImmutableList.copyOf and use that list instead."
3931,common/primitives,com.google.common.primitives,Class ImmutableDoubleArray,public boolean equals(@Nullable Object object),"Returns true if object is an ImmutableDoubleArray containing the same values as this one, in the same order. Values are compared as if by Double.equals(java.lang.Object)."
